,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1973,13213805,Duplex Bordeaux centre Victoire et parking gratuit,74095732,Laurent,Bordeaux,Bordeaux Sud,44.83235,-0.57126,Entire home/apt,80,2,399,2019-12-03,6.48,1,0
1975,13215568,Studio indépendant dans jardin avec piscine,20022599,Josy,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86202,-0.57244,Entire home/apt,70,2,89,2018-12-17,1.45,1,0
1976,13216219,"petite maison climatisée,au porte du Médoc!",74117932,Dominique,Eysines,Eysines,44.8848,-0.65183,Entire home/apt,160,14,33,2018-06-06,0.53,2,291
1977,13217352,"beautiful house with garden, near downtown",8148806,Guillaume,Bordeaux,La Bastide,44.84055,-0.55113,Entire home/apt,160,7,2,2017-08-19,0.04,1,0
1978,13217516,Appartement 3 chambres proche toutes commodités,70525429,Xavier,Merignac,Centre ville (Merignac),44.84001,-0.65177,Entire home/apt,70,3,32,2020-08-02,0.52,1,0
1979,13218567,Family house with pool,74144752,Alexis,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83276,-0.59102,Entire home/apt,331,2,13,2017-08-04,0.22,1,199
1980,13221083,Chambre en plein centre,65258109,Mathilde,Bordeaux,Centre ville (Bordeaux),44.83802,-0.56733,Private room,40,1,3,2016-06-23,0.05,1,0
1981,13223035,Belle maison quartier Jardin public,74197552,Lucas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.855340000000005,-0.5785600000000001,Entire home/apt,200,4,1,2017-05-06,0.02,1,0
1982,13227484,Chambre privative proche des centres d'activité,74249478,Michel,Bruges,Bruges,44.88577,-0.59264,Private room,63,1,6,2016-07-03,0.11,1,362
1984,13229806,Magnificent duplex 175 sqm w terrace Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.844559999999994,-0.57553,Entire home/apt,354,4,1,2016-12-27,0.02,81,324
1985,13232172,Pey Berland - 52m² au centre historique,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83824,-0.57828,Entire home/apt,145,3,3,2019-10-12,0.12,81,189
1987,13234390,Échoppe avec jardin - Idéal séjour en famille,71544037,Pauline,Bordeaux,Nansouty - Saint Gens,44.81433,-0.56996,Entire home/apt,160,2,55,2020-01-04,0.91,1,4
1988,13234845,Charmant studio lumineux pro. Place de la Victoire,74317476,Cassie,Bordeaux,Bordeaux Sud,44.82832,-0.57526,Entire home/apt,37,3,9,2016-07-05,0.15,1,0
1989,13238482,"Bateau ""WhitePearl""",49915972,Laurent,Bgles,Bgles,44.80008,-0.52766,Entire home/apt,165,1,91,2019-05-22,1.47,1,0
1991,13253207,Appartement 2 pièces avec perron,20436789,Camille,Bordeaux,Bordeaux Sud,44.82942,-0.56038,Entire home/apt,44,1,9,2017-06-17,0.15,1,0
1992,13253524,Appartement à 400m de toutes les lignes de tram,74560511,Isoline,Bordeaux,Bordeaux Sud,44.83433,-0.56845,Private room,12,4,2,2016-06-16,0.03,1,0
1993,13253634,Chambre côté jardin,60708347,Sophie,Talence,Talence,44.809509999999996,-0.58077,Private room,38,3,260,2019-08-08,4.22,1,171
1995,13254844,Studio cosy centre historique Bordeaux,61962267,Chloé,Bordeaux,Centre ville (Bordeaux),44.83764,-0.5718300000000001,Entire home/apt,70,2,1,2016-06-21,0.02,1,0
1997,13255504,2 chambres pour 3 pers. dans maison contemporaine,15402128,Christine,Pessac,Magonty,44.77669,-0.70937,Private room,110,1,7,2017-08-19,0.12,3,126
1998,13255776,Bel appartement dans un quartier calme,74255005,Kakpotia Marie-Claire,Merignac,Capeyron,44.84822,-0.64483,Entire home/apt,45,1,3,2016-08-01,0.05,1,0
2000,13257234,Studio proche gare et centre ville,73318887,Lea,Bordeaux,Nansouty - Saint Gens,44.82312,-0.56919,Entire home/apt,27,4,1,2016-06-15,0.02,1,0
2002,13258099,2 bedrooms nice flat in Talence,5815709,Martin,Talence,Talence,44.813140000000004,-0.58338,Entire home/apt,59,1,5,2016-06-20,0.08,1,0
2004,13259495,Joli studio près de Bordeaux.,74626215,Jorge,Gradignan,Gradignan,44.787440000000004,-0.61054,Entire home/apt,40,3,42,2020-08-16,0.68,1,282
2005,13259899,Logement à 15 minutes de Bordeaux (Pessac),74166195,Kahina,Pessac,Chiquet-Fontaudin,44.80381,-0.61897,Private room,15,7,2,2016-09-03,0.03,1,0
2006,13260449,Idéalement situé T2 calme et accueillant,74637956,Cecile,Bordeaux,Centre ville (Bordeaux),44.84095,-0.57994,Entire home/apt,68,2,8,2017-09-23,0.13,1,0
2007,13260870,"Hypercentre, place de la Bourse!",31805078,Evan Et Agnes,Bordeaux,Centre ville (Bordeaux),44.841359999999995,-0.57211,Entire home/apt,81,2,24,2017-09-24,0.39,1,0
2009,13263372,chambre individuelle 2 personnes petit déjeuner,74676548,Isa,Le Bouscat,Le Bouscat,44.86722,-0.58672,Private room,25,1,4,2016-09-27,0.07,2,0
2010,13263593,Bel appartement T2 de 60m² en plein centre ville,30307340,Marine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82959,-0.58497,Entire home/apt,50,2,10,2019-05-13,0.16,1,0
2011,13267424,chambre individuelle dans t3 lormont,65006719,Laurianne,Lormont,Lormont,44.88745,-0.5222,Private room,21,1,1,2016-07-10,0.02,1,0
2012,13268863,Agréable T2 au coeur de BX Marché des Capucins,74748891,Claire,Bordeaux,Bordeaux Sud,44.83248,-0.5666899999999999,Entire home/apt,65,6,2,2016-06-02,0.03,1,0
2015,13274210,Beau studio pour visiter Bordeaux,74801610,Nabil,Le Bouscat,Le Bouscat,44.86817,-0.59858,Entire home/apt,37,7,1,2016-06-20,0.02,1,83
2016,13274778,Jolie chambre privée aux Bassins à Flots,67800600,Eva,Bordeaux,Bordeaux Maritime,44.86416,-0.55319,Private room,30,1,6,2016-07-10,0.1,2,0
2017,13275600,Atypique avec vue sur les toits de Bordeaux,74816140,Kathy,Bordeaux,Bordeaux Sud,44.8288,-0.56807,Entire home/apt,163,1,25,2019-11-17,0.42,8,337
2018,13276173,Joli studio proche de Bordeaux,74134776,Béatrice Et Paul,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.86138,-0.49806000000000006,Entire home/apt,32,1,1,2016-10-09,0.02,1,0
2019,13277690,Studio dans dépendance.bordeaux gare saint jean,42499280,Élodie,Bordeaux,Bordeaux Sud,44.823409999999996,-0.55324,Entire home/apt,26,3,27,2019-08-02,0.44,3,33
2020,13277769,"T2, 54m² idéalement situé à Bordeaux St Jean",73722515,Cyrille,Bordeaux,Bordeaux Sud,44.822829999999996,-0.55129,Entire home/apt,50,3,5,2018-06-27,0.1,1,0
2021,13279634,Chambre privée en plein centre ville !,10210841,Adeline,Bordeaux,Bordeaux Sud,44.82979,-0.57089,Private room,28,1,6,2016-07-05,0.1,1,0
2022,13280124,"T2 proche centre ville, rue calme",20854620,Aurélie,Bordeaux,La Bastide,44.84437,-0.5484399999999999,Entire home/apt,45,2,2,2016-07-04,0.03,1,0
2023,13283971,Dépendance de 20 m2 donnant sur jardin,27802048,Johanna,Talence,Talence,44.80275,-0.58573,Entire home/apt,31,3,11,2016-07-26,0.18,1,0
2024,13287091,Echoppe avec jardin,63530643,Marc,Talence,Talence,44.8215,-0.58758,Entire home/apt,90,2,3,2016-08-11,0.05,1,0
2025,13287381,Appartement lumineux centre ville,74959252,Sarah,Bordeaux,Bordeaux Maritime,44.86052,-0.55584,Entire home/apt,60,2,33,2019-04-05,0.54,1,0
2026,13288726,❤Belle vue lac grand balcon ! Proximité Bordeaux !,74970279,Fanny & Rémi,Bruges,Bruges,44.8783,-0.58244,Entire home/apt,105,4,55,2021-06-26,1.07,1,55
2027,13288991,Appartement cosy dans l'hyper-centre (Gambetta),70511958,Anaëlle,Bordeaux,Centre ville (Bordeaux),44.84288,-0.58396,Entire home/apt,45,2,9,2017-03-19,0.15,1,0
2028,13289317,"Studio centre -ville, proche Victoire",74977199,Florence,Bordeaux,Nansouty - Saint Gens,44.82676,-0.57135,Entire home/apt,35,1,61,2018-03-19,1.51,4,75
2029,13290860,Appartement T2-proche centre ville,72346987,Alexandra,Bordeaux,Bordeaux Maritime,44.86537,-0.5677300000000001,Entire home/apt,30,7,1,2016-07-11,0.02,1,0
2031,13297747,Chambre pratique proche aéroport et accès rocade,48884094,Laetitia,Merignac,Centre ville (Merignac),44.84024,-0.66992,Private room,35,1,49,2020-03-05,0.8,1,0
2033,13303360,Lovely Bedroom/Private bathroom in Bordeaux center,29468108,Nicolas,Bordeaux,Centre ville (Bordeaux),44.84146,-0.58527,Private room,35,4,31,2016-08-19,0.5,1,0
2035,13306281,Echoppe entière piscine 155 m² ~ Bordeaux centre,52406348,Cynthia & John,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82967,-0.58694,Entire home/apt,177,4,15,2018-07-16,0.24,1,317
2038,13311063,Appt centre ville calme avec terrasse et jardin,75221487,Stephanie,Bordeaux,Centre ville (Bordeaux),44.84476,-0.58225,Entire home/apt,110,2,15,2017-09-14,0.26,1,0
2041,13313761,chambre de ville,75247991,Dominique,Gradignan,Gradignan,44.76879,-0.59526,Private room,21,3,71,2017-02-10,1.16,2,192
2042,13313762,chambre de ville,75247991,Dominique,Gradignan,Gradignan,44.76652,-0.59736,Private room,17,3,51,2019-09-08,0.83,2,159
2043,13314020,Studio avec terrasse proximité Gare St Jean,74096560,Emmanuelle,Bordeaux,Bordeaux Sud,44.82395,-0.56134,Entire home/apt,50,2,17,2016-09-12,0.28,1,0
2046,13314829,studio quartier saint genes,75259614,FAf,Bordeaux,Nansouty - Saint Gens,44.8241,-0.57739,Entire home/apt,37,3,82,2018-12-27,1.33,2,29
2047,13314947,charmante maison aux portes du médoc,35078885,Valerie,Parempuyre,Parempuyre,44.95458,-0.60923,Entire home/apt,94,5,30,2017-08-19,0.62,1,9
2049,13315335,Appartement CENTRE HISTORIQUE DE BORDEAUX,54203790,Augustine,Bordeaux,Centre ville (Bordeaux),44.83684,-0.57213,Entire home/apt,40,2,4,2016-07-03,0.06,1,0
2050,13320277,Belle Échoppe dans un écrin de verdure,7831444,Alison,Bordeaux,Centre ville (Bordeaux),44.84519,-0.5874199999999999,Entire home/apt,70,2,2,2016-06-28,0.03,1,0
2051,13320356,T1 étudiant centre ville avec piscine et parking,75331842,Corinne,Bordeaux,Nansouty - Saint Gens,44.82509,-0.5761,Entire home/apt,40,3,17,2017-07-24,0.28,1,0
2052,13320839,Petite échoppe bordelaise,74437246,Gui,Bordeaux,Nansouty - Saint Gens,44.826570000000004,-0.5678,Entire home/apt,39,4,1,2016-08-06,0.02,1,0
2053,13322434,"Appartement lumineux, quartier Bastide",75153695,Apolline,Bordeaux,La Bastide,44.84131,-0.5556800000000001,Entire home/apt,40,7,2,2016-08-18,0.03,1,0
2056,13327412,2 pièces avec vue au coeur de Bordeaux,51294115,Catherine,Bordeaux,Bordeaux Sud,44.83232,-0.5674100000000001,Entire home/apt,80,2,2,2016-06-23,0.03,1,0
2057,13327568,Appartement aux pieds du Jardin Public avec balcon,12379917,Nicolas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85038,-0.58217,Entire home/apt,70,3,35,2019-07-16,0.57,2,2
2058,13327991,"Centre ville, beau jardin, parking, 7couchages!",75405655,Marie,Bordeaux,Centre ville (Bordeaux),44.84067,-0.59067,Entire home/apt,242,5,33,2017-08-06,0.54,1,3
2059,13328963,Charmant T2 - Hypercentre Bordeaux,26478106,Marie,Bordeaux,Centre ville (Bordeaux),44.84013,-0.5747899999999999,Entire home/apt,79,3,4,2016-12-11,0.07,1,0
2060,13328995,maison à deux pas de Bordeaux,56588710,L'Nda,Talence,Talence,44.81604,-0.59197,Private room,18,1,4,2018-08-20,0.07,1,0
2061,13329882,Chambre privée dans vieille maison en pierre,46733757,Catherine,Bgles,Bgles,44.80893,-0.5727800000000001,Private room,31,2,13,2017-09-10,0.22,1,281
2062,13331120,Chambre avec salle de bain. entrée indépendante.,75448829,Charline,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86596,-0.73224,Private room,32,1,122,2021-06-24,2.04,2,258
2063,13331999,Agréable T2 à 10min du centre!,50893791,Magali,Bordeaux,Caudran,44.85622,-0.62962,Entire home/apt,70,2,8,2019-04-06,0.13,1,281
2064,13339775,Charmante échoppe proche bordeaux,5986585,Bruno,Talence,Talence,44.81774,-0.58182,Entire home/apt,145,2,4,2020-08-24,0.07,1,189
2066,13340713,Superb duplex apartment in the historical centre,22855705,Cathy,Bordeaux,Centre ville (Bordeaux),44.83917,-0.5715,Entire home/apt,126,2,441,2021-04-02,7.28,1,273
2069,13343205,Studio chaleureux au coeur du vieux Bordeaux,73577160,Amélie,Bordeaux,Centre ville (Bordeaux),44.83852,-0.5694899999999999,Entire home/apt,50,2,3,2016-06-25,0.05,1,0
2070,13343404,"Chambre RDC ,piscine, petit déjeuner 50 euros",36458396,Gérard Et Chantal,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.91355,-0.74021,Private room,53,1,39,2018-09-18,0.64,1,0
2072,13352741,Private room Bordeaux hypercentre,75706843,Lauters,Bordeaux,Centre ville (Bordeaux),44.83663,-0.56889,Private room,20,1,41,2017-01-12,0.67,1,0
2073,13354529,"Entre océan,bassin d'Arcachon, estuaire, Bordeaux",75722495,Chantal,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.859190000000005,-0.72697,Entire home/apt,30,3,18,2020-08-23,0.29,1,126
2074,13356214,Dépendance avec balcons aux Capucins,74816140,Kathy,Bordeaux,Bordeaux Sud,44.82824,-0.57002,Entire home/apt,135,1,10,2016-11-01,0.17,8,352
2075,13356398,Dépendance sur cour aux Capucins,74816140,Kathy,Bordeaux,Bordeaux Sud,44.82805,-0.56857,Entire home/apt,128,1,8,2016-06-20,0.13,8,352
2076,13356941,Chambre dans villa très calme avec petit déjeuner,75753146,Pierre,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.90198,-0.7168,Private room,59,1,47,2019-09-19,0.78,1,33
2079,13361503,"Bel Appart de 45m2 aux Chartrons, à 2mn des quais",75811311,Frédéric,Bordeaux,Bordeaux Maritime,44.857490000000006,-0.5653199999999999,Entire home/apt,35,1,4,2016-09-18,0.07,1,0
2080,13364513,APPARTEMENT bordeaux centre/,75852634,Pierine,Bordeaux,Nansouty - Saint Gens,44.82499,-0.5706,Entire home/apt,25,2,9,2016-06-26,0.15,1,0
2081,13365259,beau studio près de la gare St jean,75860641,K-Mel,Bordeaux,Bordeaux Sud,44.82715,-0.55899,Entire home/apt,60,1,405,2020-08-02,6.58,2,343
2082,13366705,Studio pour euro 2016,75876025,Benedicte,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82362,-0.59616,Entire home/apt,50,2,2,2016-06-15,0.03,1,0
2083,13368608,Appartement  T2 proche de bordeaux,75896983,Christine Patrick,Carbon-Blanc,Carbon-Blanc,44.88899,-0.5157,Entire home/apt,53,2,54,2019-09-08,0.88,1,342
2085,13370087,Chambre lit double - Centre Ville Bordeaux,75916319,Corentin,Bordeaux,Bordeaux Sud,44.834740000000004,-0.57044,Private room,23,1,16,2016-06-18,0.26,1,0
2086,13371324,LOGEMENT STMICHEL CENTRE HISTORIQUE RUE LAFONTAINE,70921320,Hanae,Bordeaux,Bordeaux Sud,44.8297,-0.5697399999999999,Entire home/apt,60,3,317,2018-09-21,5.16,3,361
2090,13374034,Chambre dans joli T3 au coeur de Bordeaux,13534822,Benoit,Bordeaux,Centre ville (Bordeaux),44.8372,-0.57281,Private room,40,1,3,2016-07-03,0.05,1,0
2091,13374569,"LOVELY CORNER IN FRONT OF POOL, SAFETY PARKING",75964382,Nicole,Pessac,France Alouette,44.801109999999994,-0.66569,Entire home/apt,105,6,36,2020-07-30,0.59,1,181
2092,13374654,Appartement lumineux aux Chartrons,64774435,Mathilde,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86027,-0.57043,Entire home/apt,76,2,15,2020-08-21,0.25,2,0
2094,13375394,Superb apartment (110 m2 / parking / full center),7800657,Romain,Bordeaux,Centre ville (Bordeaux),44.83632,-0.5686899999999999,Entire home/apt,214,2,172,2020-10-23,2.86,1,331
2095,13376397,Chambre Capucins,47409058,Cécilia,Bordeaux,Bordeaux Sud,44.830059999999996,-0.56828,Private room,13,1,1,2016-06-28,0.02,1,0
2096,13381679,Bordeaux city center house 1076 P2,39533101,Nicolas,Bordeaux,Centre ville (Bordeaux),44.84473,-0.59421,Entire home/apt,60,2,4,2017-02-17,0.07,1,0
2097,13381936,T1 à PESSAC calme et proche Université et Tram B,76065663,Catherine,Pessac,Chiquet-Fontaudin,44.80062,-0.6210100000000001,Entire home/apt,34,1,13,2017-08-04,0.21,1,0
2098,13384391,Agréable T2 bis proche du centre,43670645,Domitille & Hélène,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85737,-0.57595,Entire home/apt,75,2,52,2019-07-21,0.85,1,0
2099,13384397,Spacieux T3 très bien situé  dans Bordeaux,76087002,Jean Bernard,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83495,-0.58955,Entire home/apt,61,2,77,2019-01-05,1.26,1,55
2100,13385429,Appartement Lumineux Centre Bordeaux 70m2,76094985,Karen,Bordeaux,Centre ville (Bordeaux),44.83928,-0.58381,Private room,25,1,6,2017-09-12,0.13,1,0
2101,13386673,"Belle échoppe, quartier calme à 10 mn du centre",7358942,Pascale,Talence,Talence,44.81725,-0.57873,Entire home/apt,200,7,21,2018-07-21,0.35,3,127
2102,13387488,MAISON BOURGEOISE BDX SDB PRIVATIVE,17762709,Fabrice,Bordeaux,Nansouty - Saint Gens,44.82585,-0.5808,Private room,50,1,1,2016-07-03,0.02,1,0
2103,13387846,Montesquieu - Bel 40m2 1 ch av ascenseur + parking,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.842620000000004,-0.57802,Entire home/apt,63,90,3,2016-06-30,0.05,80,189
2104,13389502,Appartement centre-ville avec vue exceptionnelle,37858980,Nicolas,Bordeaux,Centre ville (Bordeaux),44.83975,-0.58104,Entire home/apt,49,1,8,2016-08-16,0.13,2,0
2107,13392310,Appartement T3 70m2 super quartier plein centre,13985214,Morgane,Bordeaux,Centre ville (Bordeaux),44.838159999999995,-0.56967,Entire home/apt,110,1,2,2016-06-20,0.03,1,0
2108,13393247,Chambre dans dépendance,76179978,Christelle,Parempuyre,Parempuyre,44.95726,-0.60311,Private room,30,1,3,2017-06-11,0.05,1,0
2109,13393894,Chambre cosy proche du centre de bordeaux,76119852,Eric,Bordeaux,Caudran,44.839940000000006,-0.60116,Entire home/apt,20,1,7,2016-07-14,0.11,1,0
2111,13394782,"Bel appartement ancien,  quartier chic de Bordeaux",76196284,Véronique,Bordeaux,Centre ville (Bordeaux),44.842290000000006,-0.5774100000000001,Entire home/apt,110,2,25,2018-07-21,0.41,1,39
2112,13394837,Comfy bedroom 4 mn from station,2884027,Sabine,Bordeaux,Bordeaux Sud,44.82877,-0.56087,Private room,53,4,31,2017-04-14,0.5,1,0
2113,13395250,Jolie chambre à louer Prox Bordeaux Centre/Stade,59293041,Jade,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8537,-0.57508,Private room,20,1,15,2016-07-24,0.24,3,0
2115,13401336,Magnifique Appart  76m2 avec patio,76280837,Odavie Et Florie,Bordeaux,Bordeaux Sud,44.83293,-0.5683,Entire home/apt,86,6,42,2020-02-18,0.69,1,68
2116,13401509,Loue T2 meublé et équipé,76282218,Bejou,Bordeaux,Caudran,44.84803,-0.6119100000000001,Entire home/apt,70,1,2,2016-06-19,0.03,1,0
2117,13401745,"Chambre 2 lits, petit déjeuner compris",29493802,Babeth,Bordeaux,Caudran,44.856629999999996,-0.63556,Private room,45,1,39,2019-10-10,1.49,1,0
2118,13401816,chambre confortable +petit dejeuner,76284144,Lopez,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85792,-0.58665,Private room,45,1,9,2016-07-01,0.15,1,0
2119,13403571,T3 Hypercentre Bordeaux,69010698,Thomas,Bordeaux,Bordeaux Sud,44.82862,-0.57309,Entire home/apt,190,2,1,2016-06-20,0.02,1,0
2121,13406395,T2 Triangle d'Or,76328421,Helena,Bordeaux,Centre ville (Bordeaux),44.844359999999995,-0.58122,Entire home/apt,45,1,6,2016-06-19,0.1,1,0
2122,13406700,Chambre avec salle d'eau privative BORDEAUX,38369927,Sophie Et Javier,Bordeaux,Caudran,44.84718,-0.61252,Private room,33,1,5,2017-06-08,0.08,1,0
2124,13408653,Chambre plein Cœur du Quartier Saint Pierre,21314564,Pauline,Bordeaux,Centre ville (Bordeaux),44.841120000000004,-0.57028,Private room,50,1,3,2016-06-20,0.05,1,0
2125,13410251,Grand appartement de charme proche hyper centre,46539448,Delphine,Bordeaux,Bordeaux Sud,44.83393,-0.5645,Entire home/apt,37,1,14,2016-07-30,0.23,1,0
2126,13414511,Chambre à louer indépendante chez habitant,76415932,Veronique,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.86132,-0.49733999999999995,Private room,40,1,2,2016-07-03,0.03,1,0
2129,13419434,Maison individuelle aux portes de Bordeaux.,76483133,Christian,Merignac,Centre ville (Merignac),44.839209999999994,-0.64389,Entire home/apt,90,7,12,2020-08-15,0.2,1,28
2130,13420632,Logement EURO UEFA 2016,52228744,Vincent,Lormont,Lormont,44.86898,-0.50948,Shared room,15,1,2,2016-06-21,0.03,1,0
2131,13420733,Studio 26 m2   Bordeaux Bègles,76494632,Geneviève,Bgles,Bgles,44.803490000000004,-0.54697,Entire home/apt,45,1,62,2019-06-08,1.0,1,0
2132,13422492,T2 au coeur du centre de Bordeaux,15265933,Gwen,Bordeaux,Centre ville (Bordeaux),44.843709999999994,-0.57648,Entire home/apt,80,2,2,2019-12-30,0.04,1,0
2133,13424811,Appartement Cosy centre Ville avec terrasse,5624882,Camille,Bordeaux,Bordeaux Sud,44.82899999999999,-0.5754,Entire home/apt,95,2,44,2020-01-04,0.95,1,38
2134,13424947,Nice luxury flat Bordeaux  view of Garonne,6507352,Beatriz,Bordeaux,Bordeaux Maritime,44.857820000000004,-0.56117,Entire home/apt,108,2,52,2019-07-01,0.88,1,339
2135,13425980,Lovely 70sqm with lift & parking downtown Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84219,-0.57927,Entire home/apt,201,3,4,2019-10-21,0.07,81,298
2136,13426170,Chambre  au calme+p'tit déj proche Bordeaux centre,40482367,Olivier,Bgles,Bgles,44.80983,-0.5653100000000001,Private room,50,1,10,2018-04-01,0.16,1,0
2137,13426371,"Chambre double, proche centre de Bordeaux",8543971,Florence,Le Bouscat,Le Bouscat,44.86505,-0.58291,Private room,45,1,1,2016-06-20,0.02,1,0
2138,13426390,La Rousselle - 55m2 with parking and balcony,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83665,-0.5677800000000001,Entire home/apt,146,90,1,2017-10-02,0.02,81,330
2139,13427918,Maison spatieuse et calme,76556166,Laurence Et Benoit,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.8932,-0.75345,Entire home/apt,190,10,16,2020-08-29,0.26,1,9
2140,13428115,Elegant 92 sqm apartment in downtown Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.8444,-0.57808,Entire home/apt,180,3,3,2018-06-05,0.06,81,326
2141,13429778,Apartment in the Historic center of Bordeaux,76579923,Vanessa,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84981,-0.58278,Entire home/apt,45,1,46,2018-02-18,0.75,1,0
2142,13429902,A la Triloc : Chambre + Centre Ville + Petit Dej,76581653,Juliette,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83441,-0.58223,Private room,32,1,1,2016-06-16,0.02,1,0
2143,13430705,Chambre cosy avec SDB privative dans coloc sympa!,76590055,Alice,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8348,-0.58176,Private room,34,1,1,2016-06-19,0.02,1,0
2144,13430831,T3 Double terrasses (80 m2) aux portes de Bordeaux,10085809,Julie Et Fahd,Cenon,Gambetta-Mairie-Lissandre,44.855309999999996,-0.53283,Entire home/apt,74,1,38,2016-08-18,0.62,1,0
2145,13430947,Maison sympa à l'orée de Bordeaux,1909822,Odile,Merignac,Capeyron,44.84754,-0.6401600000000001,Entire home/apt,100,1,3,2016-07-03,0.05,1,0
2146,13431037,Chambre avec petit dej dès 30 euros la nuit,76594530,Martine,Villenave-d'Ornon,Villenave-d'Ornon,44.78487,-0.58954,Private room,30,2,83,2019-06-09,1.36,1,329
2147,13431974,chalet avec piscine,49883804,Carine,Villenave-d'Ornon,Villenave-d'Ornon,44.78938,-0.56922,Entire home/apt,68,2,140,2018-05-25,2.28,2,125
2148,13433154,Appart cosy-coeur de la Ville (Quais/Quinquonces),6125929,Alexia,Bordeaux,Centre ville (Bordeaux),44.8402,-0.57188,Entire home/apt,54,2,32,2017-08-17,0.52,1,0
2149,13434511,"Appart 32m²  avec chambre mezzanine, Bdx St Michel",19593364,Arnaud,Bordeaux,Bordeaux Sud,44.83302,-0.5676100000000001,Entire home/apt,50,5,15,2016-08-08,0.24,1,0
2150,13437842,Jolie petite chambre dans environnement calme,76679831,Mélodie,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92734,-0.51289,Private room,15,1,5,2016-07-03,0.08,1,0
2152,13438770,"To the city center , with a private parking",76682010,Guy,Bordeaux,Centre ville (Bordeaux),44.846070000000005,-0.58808,Entire home/apt,90,2,19,2017-03-08,0.32,1,332
2153,13438866,"56 m2 tout confort, calme et clair, aux Chartrons",72916093,Jean-Pierre Et Françoise,Bordeaux,Bordeaux Maritime,44.85951,-0.56604,Entire home/apt,70,3,14,2016-08-09,0.23,1,0
2154,13438898,Charming apartment 49sqm with lift and parking,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84001,-0.57445,Entire home/apt,157,3,4,2019-10-07,0.07,81,349
2155,13439371,Appartement dans le centre historique de Bordeaux,74836550,Hélène,Bordeaux,Centre ville (Bordeaux),44.83933,-0.5723199999999999,Entire home/apt,50,2,26,2017-09-02,0.43,1,0
2156,13439695,Appartement à 10 mn du stade Matmut Atlantique,76697644,Marc,Le Bouscat,Le Bouscat,44.867490000000004,-0.59014,Entire home/apt,60,1,1,2016-06-21,0.02,1,0
2157,13440697,★ Home sweet home - Chartrons,10779396,Nathalie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85792,-0.56694,Entire home/apt,49,4,55,2019-05-27,0.9,1,0
2158,13441438,T4 spacieux - 98m2 proche hypercentre,76714320,Ilias,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.831,-0.59243,Entire home/apt,150,1,3,2016-06-22,0.05,1,0
2159,13447468,Location et véhiculage spéciale Match EURO2016,76779680,Jordan,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.821459999999995,-0.59835,Entire home/apt,130,1,1,2016-07-04,0.02,1,0
2160,13447885,"Beau studio lumineux, au coeur de Bordeaux",40218043,Alexia,Bordeaux,Centre ville (Bordeaux),44.845279999999995,-0.58081,Entire home/apt,47,2,15,2018-07-19,0.3,1,0
2161,13448547,Chambre avec terrasse et salle d'eau privative,76788826,Herve,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83233,-0.5846899999999999,Private room,34,2,39,2017-06-30,0.64,1,3
2162,13448974,T2 Hyper-Centre de Bordeaux très calme,76795624,Camille,Bordeaux,Centre ville (Bordeaux),44.83999,-0.57485,Entire home/apt,60,3,6,2016-07-04,0.1,1,0
